epoch,lr,train_loss,train_mae,val_loss,val_mae,val_rmse,epoch_time_sec
1,0.0013333333333333333,35.9836238861084,36.48362503051758,36.55886459350586,37.05886459350586,40.136688232421875,17.071
2,0.002,35.79804954528809,36.29804954528809,35.58988571166992,36.08988571166992,39.260719299316406,1.349
3,0.002,35.36284275054932,35.8628433227539,34.9872932434082,35.4872932434082,38.762882232666016,1.32
4,0.0019996395276708854,34.70748443603516,35.20748443603516,34.35429763793945,34.85429763793945,38.15245056152344,1.267
5,0.0019985583705641415,34.01965446472168,34.51965446472168,33.485958099365234,33.985958099365234,37.349613189697266,1.273
6,0.00199675730813421,33.321753311157224,33.821753311157224,32.95897674560547,33.45897674560547,36.87552261352539,1.263
7,0.001994237638847428,32.66381912231445,33.16381912231445,32.67673110961914,33.17673110961914,36.62390899658203,1.325
8,0.0019910011792459085,32.146436500549314,32.646436500549314,32.49177932739258,32.99177932739258,36.4218635559082,1.325
9,0.001987050262637913,31.424194717407225,31.924194717407225,31.63445472717285,32.134456634521484,35.60152816772461,1.266
10,0.0019823877374156645,30.75817928314209,31.25817928314209,30.884252548217773,31.384252548217773,34.98678207397461,1.288
11,0.001977016965001817,29.90595817565918,30.40595817565918,30.131994247436523,30.631994247436523,34.33851623535156,1.306
12,0.001970941817426052,29.103699493408204,29.603320693969728,29.00982666015625,29.50982666015625,33.337921142578125,1.272
13,0.0019641666745335625,28.265528869628906,28.758887481689452,27.7811222076416,28.2811222076416,32.26894760131836,1.317
14,0.0019566964208274254,28.560463523864748,29.056459999084474,27.400867462158203,27.900867462158203,31.94338035583496,1.302
15,0.0019485364419471454,28.59153232574463,29.08553581237793,52.91520309448242,53.41520309448242,62.26788330078125,1.321
16,0.0019396926207859084,26.421897315979002,26.914893531799315,42.37813949584961,42.87813949584961,47.682491302490234,1.305
17,0.0019301713332493386,25.593290901184083,26.08066463470459,25.354263305664062,25.854263305664062,30.089874267578125,1.263
18,0.0019199794436588243,24.953521919250488,25.447558975219728,23.203245162963867,23.703245162963867,27.99105453491211,1.291
19,0.0019091242998027238,24.223448944091796,24.720020294189453,18.888357162475586,19.374713897705078,24.433990478515625,1.284
20,0.0018976137276390142,23.575201988220215,24.07500057220459,18.052570343017578,18.552570343017578,22.873165130615234,1.339
21,0.0018854560256532098,22.764679527282716,23.260644912719727,16.780372619628906,17.280372619628906,21.95246124267578,1.365
22,0.0018726599588756144,22.097145652770998,22.592285919189454,20.332239151000977,20.832239151000977,25.30365753173828,1.285
23,0.001859234752562217,21.510506248474123,22.008300971984863,22.571134567260742,23.067487716674805,27.71990966796875,1.306
24,0.001845190085543795,20.47487163543701,20.96953182220459,22.022985458374023,22.522985458374023,26.40580940246582,1.306
25,0.0018305360832480118,20.024121856689455,20.524121856689455,19.14068603515625,19.63948631286621,22.745763778686523,1.286
26,0.0018152833103995444,18.913608360290528,19.41044921875,17.07875633239746,17.57875633239746,20.19864845275879,1.26
27,0.0017994427634035013,19.364472961425783,19.858008480072023,16.16253662109375,16.66253662109375,19.71055030822754,1.337
28,0.0017830258624176223,17.71421012878418,18.211866092681884,15.071097373962402,15.571097373962402,19.231197357177734,1.316
29,0.001766044443118978,17.311377620697023,17.811377620697023,16.970603942871094,17.45489501953125,22.012025833129883,1.319
30,0.001748510748171101,16.544043445587157,17.044043445587157,17.707000732421875,18.20431137084961,21.144573211669922,1.271
31,0.0017304374183977032,15.75561590194702,16.25087947845459,17.297330856323242,17.79608154296875,21.308387756347656,1.273
32,0.0017118374836693406,15.846303367614746,16.344433975219726,14.438379287719727,14.938379287719727,17.0424747467041,1.28
33,0.0016927243535095995,14.44444007873535,14.944141387939453,13.312843322753906,13.803923606872559,16.16761589050293,1.29
34,0.0016731118074275702,14.040078735351562,14.538281726837159,11.85975170135498,12.343259811401367,14.980463981628418,1.298
35,0.001653013984983585,13.85081968307495,14.345996284484864,12.21979808807373,12.71979808807373,15.227005004882812,1.331
36,0.0016324453755953772,13.053438282012939,13.546875095367431,12.478724479675293,12.976849555969238,16.12584686279297,1.274
37,0.0016114208080920123,12.648474407196044,13.137109756469727,13.692183494567871,14.1914701461792,17.046428680419922,1.279
38,0.001589955440023123,12.316550064086915,12.803125286102295,14.584813117980957,15.084813117980957,18.35767936706543,1.268
39,0.0015680647467311557,11.990054512023926,12.475097942352296,15.442240715026855,15.929425239562988,19.460920333862305,1.346
40,0.0015457645101945045,11.601785659790039,12.099707317352294,15.599853515625,16.099853515625,20.295063018798828,1.303
41,0.0015230708076495777,11.302292346954346,11.785742378234863,13.070648193359375,13.56513500213623,16.08656120300293,1.402
42,0.0015,10.92427864074707,11.410583782196046,12.104972839355469,12.60385799407959,15.106684684753418,1.307
43,0.001476568720021308,11.437408638000488,11.933594036102296,12.920534133911133,13.420534133911133,15.887212753295898,1.269
44,0.0014527938603696375,10.23464241027832,10.724609661102296,12.706527709960938,13.206527709960938,16.17308235168457,1.312
